G_GAN,G_L1,D_loss,G_GAN_ma,G_L1_ma,D_loss_ma
4.985,546.929,-6.508,4.882813234,1401.990174,-4.08912413
6.039,2205.09,-5.968,4.940622573,1442.145165,-4.183067924
4.446,601.703,-3.335,4.915891444,1400.123057,-4.140664528
4.65,2225.622,-2.913,4.902596872,1441.398004,-4.079281301
5.39,2070.449,-8.078,4.926967028,1472.850554,-4.279217236
6.414,2069.847,-5.327,5.001318677,1502.700376,-4.331606374
5.138,492.116,-2.578,5.008152743,1452.171157,-4.243926056
5.622,767.768,-4.757,5.038845106,1417.950999,-4.269579753
3.923,462.845,-2.561,4.98305285,1370.195699,-4.184150765
6.001,2402.326,-7.172,5.033950208,1421.802214,-4.333543227
6.767,2350.028,-9.941,5.120602698,1468.213504,-4.613916066
4.723,702.671,-2.153,5.100722563,1429.936378,-4.490870262
4.981,716.108,-3.136,5.094736435,1394.24496,-4.423126749
5.036,412.858,-2.575,5.091799613,1345.175612,-4.330720412
5.423,2493.839,-4.283,5.108359632,1402.608781,-4.328334391
6.449,2094.913,-9.893,5.175391651,1437.223992,-4.606567672
6.627,2216.623,-10.899,5.247972068,1476.193942,-4.921189288
4.773,739.805,-4.28,5.224223465,1439.374495,-4.889129824
4.709,2489.191,-3.816,5.198462291,1491.86532,-4.835473332
5.726,1908.923,-4.601,5.224839177,1512.718204,-4.823749666
6.333,692.39,-3.06,5.280247218,1471.701794,-4.735562183
5.792,570.455,-5.919,5.305834857,1426.639454,-4.794734073
6.198,469.313,-4.342,5.350443114,1378.773132,-4.77209737
4.828,430.745,-2.512,5.324320959,1331.371725,-4.659092501
5.86,2548.733,-3.61,5.351104911,1392.239789,-4.606637876
5.223,461.496,-3.085,5.344699665,1345.702599,-4.530555982
5.26,495.2,-3.12,5.340464682,1303.17747,-4.460028183
5.458,2190.546,-8.511,5.346341448,1347.545896,-4.662576774
5.667,649.158,-0.987,5.362374375,1312.626501,-4.478797935
4.738,443.617,-2.459,5.331155657,1269.176026,-4.377808039
4.803,2403.308,-4.136,5.304747874,1325.882625,-4.365717637
7.135,2091.627,-10.727,5.39626048,1364.169844,-4.683781755
3.977,2187.026,-4.191,5.325297456,1405.312651,-4.659142667
6.886,2031.122,-9.038,5.403332583,1436.603119,-4.878085534
4.248,346.08,-2.45,5.345565954,1382.076963,-4.756681257
4.889,623.683,-6.25,5.322737656,1344.157265,-4.831347194
4.323,368.079,-2.1,5.272750774,1295.353352,-4.694779834
6.848,1880.876,-9.465,5.351513235,1324.629484,-4.933290843
3.973,1024.461,-3.554,5.282587573,1309.62106,-4.864326301
5.987,347.699,-2.379,5.317808194,1261.524957,-4.740059986
4.401,2450.005,-4.327,5.271967785,1320.948959,-4.719406986
3.018,2314.186,-3.569,5.159269396,1370.610811,-4.661886637
4.354,2571.767,-4.516,5.119005926,1430.66862,-4.654592305
4.481,1864.49,-5.115,5.087105629,1452.359689,-4.67761269
2.546,537.03,-3.243,4.960050348,1406.593205,-4.605882055
6.008,474.35,-7.329,5.012447831,1359.981045,-4.742037953
5.918,2100.529,-3.851,5.057725439,1397.008442,-4.697486055
5.794,2127.053,-4.534,5.094539167,1433.51067,-4.689311752
4.285,2082.475,-4.49,5.054062209,1465.958887,-4.679346165
4.32,2175.99,-3.541,5.017359098,1501.460442,-4.622428856
4.882,880.468,-5.025,5.010591143,1470.41082,-4.642557414
4.098,607.234,-2.884,4.964961586,1427.251979,-4.554629543
4.058,2272.992,-3.481,4.919613507,1469.53898,-4.500948066
5.372,555.858,-6.703,4.942232832,1423.854931,-4.611050662
4.893,2266.074,-3.629,4.93977119,1465.965885,-4.561948129
5.581,2125.974,-4.017,4.97183263,1498.966291,-4.534700723
4.192,688.09,-6.251,4.932840999,1458.422476,-4.620515687
3.786,548.097,-6.08,4.875498949,1412.906202,-4.693489902
4.682,2118.521,-4.218,4.865824002,1448.186942,-4.669715407
5.235,551.275,-3.42,4.884282801,1403.341345,-4.607229637
4.308,479.493,-2.372,4.855468661,1357.148928,-4.495468155
5.964,2370.836,-6.787,4.910895228,1407.833281,-4.610044747
6.164,445.331,-4.854,4.973550467,1359.708167,-4.62224251
5.242,433.898,-2.761,4.986972944,1313.417659,-4.529180384
4.971,2248.83,-4.98,4.986174296,1360.188276,-4.551721365
3.283,534.62,-7.03,4.901015582,1318.909862,-4.675635297
4.476,2314.088,-3.739,4.879764802,1368.668769,-4.628803532
5.342,2105.057,-8.614,4.902876562,1405.488181,-4.828063356
5.069,2322.5,-3.793,4.911182734,1451.338772,-4.776310188
5.015,2025.116,-9.238,4.916373598,1480.027633,-4.999394678
4.715,2176.663,-3.107,4.906304918,1514.859401,-4.904774944
3.789,2236.54,-3.615,4.850439672,1550.943431,-4.840286197
3.505,518.917,-6.946,4.783167688,1499.34211,-4.945571887
5.315,2454.16,-7.568,4.809759304,1547.083004,-5.076693293
5.388,532.736,-6.525,4.838671339,1496.365654,-5.149108628
4.513,2021.258,-3.504,4.822387772,1522.610271,-5.066853197
3.293,358.584,-2.329,4.745918383,1464.408958,-4.929960537
3.98,2524.215,-3.229,4.707622464,1517.39926,-4.84491251
6.382,675.975,-4.542,4.791341341,1475.328047,-4.829766885
4.902,2064.786,-4.231,4.796874274,1504.800945,-4.79982854
3.838,626.103,-5.014,4.74893056,1460.866047,-4.810537113
4.341,451.227,-2.712,4.728534032,1410.384095,-4.705610258
5.376,618.204,-5.089,4.76090733,1370.77509,-4.724779745
7.95,2171.759,-12.507,4.920361964,1410.824286,-5.113890758
5.513,586.864,-2.897,4.949993866,1369.626271,-5.00304622
5.228,509.522,-5.846,4.963894172,1326.621058,-5.045193909
4.47,534.841,-5.144,4.939199464,1287.032055,-5.050134213
5.55,2093.245,-9.439,4.969739491,1327.342702,-5.269577503
3.972,2194.631,-3.518,4.919852516,1370.707117,-5.181998628
5.513,2196.177,-7.979,4.94950989,1411.980611,-5.321848696
4.627,2566.928,-5.124,4.933384396,1469.727981,-5.311956261
3.975,418.57,-2.774,4.885465176,1417.170082,-5.185058448
6.276,1972.088,-7.747,4.954991917,1444.915978,-5.313155526
7.318,1876.111,-10.788,5.073142321,1466.475729,-5.58689775
4.956,2150.865,-4.492,5.067285205,1500.695192,-5.532152862
4.006,432.9,-3.156,5.014220945,1447.305433,-5.413345219
4.58,2180.869,-4.154,4.992509898,1483.983611,-5.350377958
5.102,2010.724,-3.624,4.997984403,1510.32063,-5.26405906
4.012,490.958,-3.157,4.948685183,1459.352499,-5.158706107
3.692,368.305,-2.617,4.885850924,1404.800124,-5.031620802
5.796,2100.805,-6.135,4.931358377,1439.600368,-5.086789762
3.884,2451.088,-3.55,4.878990459,1490.174749,-5.009950274
6.774,530.103,-6.204,4.973740936,1442.171162,-5.06965276
4.744,2111.238,-3.623,4.962253889,1475.624504,-4.997320122
5.822,456.777,-7.691,5.005241194,1424.682129,-5.132004116
5.133,2157.086,-4.504,5.011629135,1461.302322,-5.10060391
3.004,402.597,-2.02,4.911247678,1408.367056,-4.946573715
4.592,2373.214,-3.714,4.895285294,1456.609403,-4.884945029
4.126,2071.233,-3.393,4.856821029,1487.340583,-4.810347777
5.844,2345.215,-9.854,4.906179978,1530.234304,-5.062530389
6.883,2228.014,-10.136,5.005020979,1565.123289,-5.316203869
3.613,431.612,-2.201,4.93541993,1508.447724,-5.160443676
5.26,2237.846,-4.146,4.951648934,1544.917638,-5.109721492
4.203,527.915,-2.727,4.914216487,1494.067506,-4.990585417
3.603,2391.064,-2.741,4.848655662,1538.917331,-4.878106146
4.704,2107.172,-3.533,4.841422879,1567.330064,-4.810850839
4.126,2029.887,-5.231,4.805651735,1590.457911,-4.831858297
5.331,2025.039,-3.771,4.831919149,1612.186966,-4.778815382
5.945,2162.083,-7.81,4.887573191,1639.681767,-4.930374613
3.25,2115.054,-3.772,4.805694532,1663.450379,-4.872455882
4.54,2448.579,-4.054,4.792409805,1702.70681,-4.831533088
6.393,2124.408,-10.24,4.872439315,1723.791869,-5.101956434
4.499,334.82,-2.442,4.853767349,1654.343276,-4.968958612
4.045,658.21,-4.343,4.813328982,1604.536612,-4.937660682
4.352,462.282,-3.737,4.790262533,1547.423882,-4.877627648
4.497,1083.735,-3.348,4.775599406,1524.239438,-4.801146265
4.352,2132.116,-6.728,4.754419436,1554.633266,-4.897488952
4.517,2227.647,-8.585,4.742548464,1588.283952,-5.081864504
3.419,620.896,-4.275,4.676371041,1539.914555,-5.041521279
5.224,519.449,-5.928,4.703752489,1488.891277,-5.085845215
4.92,2230.191,-5.093,4.714564864,1525.956263,-5.086202954
5.794,452.222,-4.249,4.768536621,1472.26955,-5.044342807
3.842,447.133,-2.955,4.72220979,1421.012723,-4.939875666
6.753,2223.138,-8.624,4.8237493,1461.118986,-5.124081883
4.316,2351.233,-5.123,4.798361835,1505.624687,-5.124027789
3.944,474.238,-2.559,4.755643744,1454.055353,-4.995776399
4.818,684.194,-6.418,4.758761556,1415.562285,-5.066887579
6.534,565.874,-4.646,4.847523479,1373.077871,-5.0458432
6.5,544.79,-2.54,4.930147305,1331.663477,-4.92055104
4.535,2104.324,-3.205,4.910389939,1370.296503,-4.834773488
3.67,2364.185,-4.147,4.848370442,1419.990928,-4.800384814
4.686,1951.705,-9.863,4.84025192,1446.576632,-5.053515573
3.765,446.221,-3.323,4.786489324,1396.55885,-4.966989795
6.26,384.361,-2.753,4.860164858,1345.948958,-4.856290305
4.416,530.526,-2.688,4.837956615,1305.17781,-4.74787579
7.399,2408.069,-6.053,4.966008784,1360.322369,-4.813132
4.423,493.274,-6.179,4.938858345,1316.969951,-4.8814254
4.229,787.039,-4.998,4.903365428,1290.473403,-4.88725413
7.388,954.075,-8.797,5.027597157,1273.653483,-5.082741424
5.261,2162.711,-2.577,5.039267299,1318.106359,-4.957454352
5.153,2153.863,-4.466,5.044953934,1359.894191,-4.932881635
4.936,2241.615,-7.561,5.039506237,1403.980232,-5.064287553
3.73,786.063,-6.042,4.974030925,1373.08437,-5.113173175
4.912,2186.601,-2.871,4.970929379,1413.760201,-5.001064517
4.075,556.784,-3.631,4.92613291,1370.911391,-4.932561291
4.35,1959.93,-3.522,4.897326265,1400.362322,-4.862033226
4.946,2185.084,-3.043,4.899759951,1439.598406,-4.771081565
6.731,2502.554,-10.731,4.991321954,1492.746185,-5.069077487
2.8,492.284,-2.254,4.881755856,1442.723076,-4.928323612
4.059,2442.118,-3.938,4.840618063,1492.692822,-4.878807432
3.498,2214.376,-3.488,4.77348716,1528.776981,-4.80926706
3.369,582.924,-6.167,4.703262802,1481.484332,-4.877153707
3.927,438.148,-2.833,4.664449662,1429.317516,-4.774946022
4.673,542.338,-7.22,4.664877179,1384.96854,-4.897198721
4.255,551.583,-2.706,4.64438332,1343.299263,-4.787638785
4.585,2564.762,-4.985,4.641414154,1404.3724,-4.797506845
3.293,478.612,-3.04,4.573993446,1358.08438,-4.709631503
3.896,738.312,-3.86,4.540093774,1327.095761,-4.667149928
5.678,2413.629,-8.362,4.596989085,1381.422423,-4.851892432
3.674,415.149,-3.388,4.550839631,1333.108752,-4.77869781
3.404,417.663,-7.044,4.493497649,1287.336464,-4.89196292
5.613,2303.237,-9.73,4.549472767,1338.131491,-5.133864774
4.895,2366.667,-4.029,4.566749129,1389.558266,-5.078621535
7.024,2272.657,-7.464,4.689611672,1433.713203,-5.197890458
5.245,430.518,-3.606,4.717381089,1383.553443,-5.118295935
4.513,2154.041,-3.477,4.707162034,1422.077821,-5.036231138
3.925,466.127,-3.455,4.668053932,1374.28028,-4.957169582
5.035,449.865,-4.356,4.686401236,1328.059516,-4.927111102
7.381,2178.378,-8.646,4.821131174,1370.57544,-5.113055547
4.385,597.037,-2.833,4.799324615,1331.898518,-4.99905277
4.1,376.81,-2.693,4.764358385,1284.144092,-4.883750131
5.948,2009.078,-6.654,4.823540465,1320.390787,-4.972262625
4.122,2311.146,-3.429,4.788463442,1369.928548,-4.895099494
4.205,2072.181,-2.779,4.75929027,1405.041171,-4.789294519
4.125,761.894,-7.083,4.727575756,1372.883812,-4.903979793
3.603,483.527,-4.973,4.671346969,1328.415971,-4.907430803
5.206,2080.085,-3.468,4.69807962,1365.999423,-4.835459263
5.219,2285.862,-7.891,4.724125639,1411.992552,-4.9882363
4.904,555.139,-5.104,4.733119357,1369.149874,-4.994024485
5.294,529.738,-2.864,4.761163389,1327.17928,-4.887523261
6.282,533.653,-4.555,4.83720522,1287.502966,-4.870897098
5.819,2068.434,-3.005,4.886294959,1326.549518,-4.777602243
5.393,474.092,-2.718,4.911630211,1283.926642,-4.674622131
4.919,2322.763,-4.783,4.9119987,1335.86846,-4.680041024
4.771,550.029,-4.919,4.904948765,1296.576487,-4.691988973
4.569,2204.765,-3.703,4.888151327,1341.985913,-4.642539524
5.018,486.223,-6.788,4.894643761,1299.197767,-4.749812548
5.158,423.493,-5.263,4.907811573,1255.412529,-4.775471921
5.665,2102.149,-6.863,4.945670994,1297.749352,-4.879848325
4.734,2188.288,-3.001,4.935087444,1342.276285,-4.785905908
3.667,481.191,-5.347,4.871683072,1299.22202,-4.813960613
5.668,581.617,-2.596,4.911498919,1263.341769,-4.703062582
4.737,1123.133,-3.968,4.902773973,1256.331331,-4.666309453
5.045,2316.488,-4.745,4.909885274,1309.339164,-4.670243981
5.241,2137.826,-8.424,4.92644101,1350.763506,-4.857931782
3.707,496.4,-3.352,4.86546896,1308.045331,-4.782635192
3.328,626.536,-8.459,4.788595512,1273.969864,-4.966453433
7.75,429.816,-5.645,4.936665736,1231.762171,-5.000380761
4.567,2345.872,-3.38,4.918182449,1287.467663,-4.919361723
6.539,2273.541,-9.671,4.999223327,1336.771329,-5.156943637
5.754,2243.333,-8.865,5.036962161,1382.099413,-5.342346455
4.113,2086.934,-3.618,4.990764053,1417.341142,-5.256129132
4.662,2108.645,-4.177,4.97432585,1451.906335,-5.202172676
4.409,2256.306,-8.721,4.946059557,1492.126318,-5.378114042
6.239,2317.925,-8.81,5.01070658,1533.416253,-5.54970834
3.396,817.595,-4.016,4.929971251,1497.62519,-5.473022923
4.612,2149.958,-3.746,4.914072688,1530.24183,-5.386671777
6.445,551.395,-5.933,4.990619054,1481.299489,-5.413988188
3.569,2140.073,-3.68,4.919538101,1514.238164,-5.327288779
5.154,2212.067,-3.629,4.931261196,1549.129606,-5.24237434
5.05,664.517,-4.67,4.937198136,1504.898976,-5.213755623
5.297,2222.062,-7.464,4.955188229,1540.757127,-5.326267841
3.99,2075.298,-3.152,4.906928818,1567.484171,-5.217554449
4.097,2187.956,-2.985,4.866432377,1598.507762,-5.105926727
3.707,2113.552,-4.427,4.808460758,1624.259974,-5.071980391
4.494,580.85,-3.783,4.79273772,1572.089475,-5.007531371
3.263,740.791,-2.772,4.716250834,1530.524552,-4.895754803
6.403,2012.217,-10.69,4.800588292,1554.609174,-5.185467062
4.361,465.737,-4.453,4.778608878,1500.165565,-5.148843709
6.896,2091.331,-12.754,4.884478434,1529.723837,-5.529101524
2.603,491.856,-8.592,4.770404512,1477.830445,-5.682246448
5.561,600.849,-4.075,4.809934287,1433.981373,-5.601884125
3.672,2294.861,-3.454,4.753037572,1477.025354,-5.494489919
4.698,479.268,-2.983,4.750285694,1427.137487,-5.368915423
4.204,2122.101,-4.179,4.722971409,1461.885662,-5.309419652
4.028,528.079,-8.037,4.688222839,1415.195329,-5.445798669
3.431,377.743,-3.363,4.625361697,1363.322713,-5.341658736
5.832,2171.969,-7.434,4.685693612,1403.755027,-5.446275799
5.251,564.295,-6.854,4.713958931,1361.782026,-5.516662009
4.869,2130.516,-3.25,4.721710985,1400.218724,-5.403328909
5.29,2270.71,-3.809,4.750125435,1443.743288,-5.323612463
3.932,521.894,-3.257,4.709219164,1397.650824,-5.22028184
3.941,336.898,-2.361,4.670808205,1344.613183,-5.077317748
3.952,519.888,-2.911,4.634867795,1303.376923,-4.969001861
5.582,2393.777,-9.202,4.682224405,1357.896927,-5.180651768
4.449,2138.648,-6.223,4.670563185,1396.934481,-5.232769179
3.11,2042.811,-4.9,4.592535026,1429.228307,-5.21613072
2.762,1999.562,-6.876,4.501008275,1457.744992,-5.299124184
4.605,2153.831,-3.657,4.506207861,1492.549292,-5.217017975
4.557,427.827,-7.326,4.508747468,1439.313177,-5.322467076
4.768,630.929,-4.299,4.521710094,1398.893968,-5.271293722
5.755,2261.094,-9.337,4.58337459,1442.00397,-5.474579036
6.011,423.462,-4.77,4.65475586,1391.076872,-5.439350085
3.082,2264.653,-3.067,4.576118067,1434.755678,-5.32073258
4.301,431.854,-2.036,4.562362164,1384.610594,-5.156495951
5.16,563.724,-3.786,4.592244056,1343.566264,-5.087971154
5.006,2411.096,-4.016,4.612931853,1396.942751,-5.034372596
4.039,451.202,-4.761,4.58423526,1349.655714,-5.020703966
4.242,2641.309,-3.325,4.567123497,1414.238378,-4.935918768
5.181,2374.052,-9.374,4.597817322,1462.229059,-5.15782283
2.985,910.142,-5.662,4.517176456,1434.624706,-5.183031688
2.799,698.68,-7.099,4.431267633,1397.827471,-5.278830104
3.743,603.097,-3.689,4.396854252,1358.090947,-5.199338598
4.044,445.334,-5.165,4.379211539,1312.4531,-5.197621669
5.039,2118.071,-7.791,4.412200962,1352.733995,-5.327290585
3.246,1350.735,-4.065,4.353890914,1352.634045,-5.264176056
5.015,2147.804,-10.077,4.386946368,1392.392543,-5.504817253
3.996,600.567,-4.036,4.36739905,1352.801266,-5.43137639
5.484,1987.892,-10.369,4.423229097,1384.555802,-5.678257571
3.25,417.687,-2.661,4.364567643,1336.212362,-5.527394692
4.804,2072.262,-4.053,4.38653926,1373.014844,-5.453674958
3.984,522.447,-3.422,4.366412297,1330.486452,-5.35209121
3.701,846.146,-5.184,4.333141683,1306.269429,-5.343686649
3.424,546.086,-7.002,4.287684598,1268.260258,-5.426602317
5.639,2406.219,-3.31,4.355250369,1325.158195,-5.320772201
4.679,2404.058,-3.086,4.37143785,1379.103185,-5.209033591
6.491,706.153,-3.648,4.477415958,1345.455676,-5.130981911
4.937,522.987,-7.079,4.50039516,1304.332242,-5.228382816
4.623,507.54,-7.703,4.506525402,1264.49263,-5.352113675
4.718,2190.126,-5.368,4.517099132,1310.774299,-5.352907991
6.041,2300.316,-9.067,4.593294175,1360.251384,-5.538612592
4.232,2181.822,-5.049,4.575229466,1401.329914,-5.514131962
4.977,2643.781,-7.718,4.595317993,1463.452469,-5.624325364
5.132,2026.73,-4.206,4.622152093,1491.616345,-5.553409096
3.613,821.984,-2.882,4.571694489,1458.134728,-5.419838641
4.375,490.404,-2.848,4.561859764,1409.748192,-5.291246709
5.007,2153.209,-6.306,4.584116776,1446.921232,-5.341984374
7.88,537.027,-6.322,4.748910937,1401.42652,-5.390985155
4.631,463.942,-6.682,4.74301539,1354.552294,-5.455535897
4.566,454.724,-6.28,4.734164621,1309.56088,-5.496759102
4.271,436.306,-3.584,4.71100639,1265.898136,-5.401121147
4.443,1986.469,-4.016,4.69760607,1301.926679,-5.33186509
3.148,418.43,-5.197,4.620125767,1257.751845,-5.325121835
4.058,2056.848,-5.587,4.592019478,1297.706653,-5.338215744
6.001,2384.791,-8.881,4.662468505,1352.06087,-5.515354956
4.792,456.914,-3.349,4.668945079,1307.303527,-5.407037209
4.697,472.098,-3.579,4.670347825,1265.54325,-5.315635348
4.011,2173.789,-3.405,4.637380434,1310.955538,-5.220103581
4.906,2166.751,-2.985,4.650811412,1353.745311,-5.108348402
5.098,524.58,-6.076,4.673170842,1312.287045,-5.156730982
5.239,2329.362,-4.491,4.7014623,1363.140793,-5.123444433
4.127,438.139,-2.434,4.672739185,1316.890703,-4.988972211
5.697,1086.424,-5.894,4.723952225,1305.367368,-5.0342236
6.433,2199.955,-11.402,4.809404614,1350.09675,-5.35261242
6.393,2218.306,-4.305,4.888584383,1393.507212,-5.300231799
4.738,552.972,-4.798,4.881055164,1351.480452,-5.275120209
4.135,516.387,-3.04,4.843752406,1309.725779,-5.163364199
4.617,2108.758,-3.58,4.832414786,1349.67739,-5.084195989
3.993,542.911,-2.583,4.790444046,1309.339071,-4.959136189
5.072,2163.332,-6.429,4.804521844,1352.038717,-5.03262938
5.302,2140.118,-6.688,4.829395752,1391.442681,-5.115397911
5.787,495.648,-8.18,4.877275964,1346.652947,-5.268628015
5.66,2290.891,-7.425,4.916412166,1393.86485,-5.376446615
4.364,2503.589,-5.566,4.888791558,1449.351057,-5.385924284
3.25,580.478,-2.926,4.80685198,1405.907404,-5.26292807
3.753,2276.58,-3.03,4.754159381,1449.441034,-5.151281666
4.28,2220.887,-4.026,4.730451412,1488.013333,-5.095017583
6.115,414.853,-8.124,4.799678841,1434.355316,-5.246466704
3.801,2269.955,-3.278,4.749744899,1476.1353,-5.148043369
4.21,661.61,-3.492,4.722757654,1435.409035,-5.0652412
3.791,383.215,-3.607,4.676169772,1382.799333,-4.99232914
2.732,1977.391,-3.571,4.578961283,1412.528917,-4.921262683
4.64,634.209,-3.862,4.582013219,1373.612921,-4.868299549
5.46,588.335,-5.374,4.625912558,1334.349025,-4.893584572
3.634,597.009,-3.104,4.57631693,1297.482024,-4.804105343
7.025,2206.739,-13.235,4.698751083,1342.944872,-5.225650076
4.523,793.749,-3.339,4.689963529,1315.485079,-5.131317572
5.653,2108.692,-4.161,4.738115353,1355.145425,-5.082801693
3.801,623.412,-2.942,4.691259585,1318.558754,-4.975761609
4.087,632.768,-5.102,4.661046606,1284.269216,-4.982073528
6.308,2185.206,-8.893,4.743394276,1329.316055,-5.177619852
4.363,478.053,-2.822,4.724374562,1286.752902,-5.059838859
3.823,1192.971,-3.294,4.679305834,1282.063807,-4.971546916
5.535,449.092,-4.786,4.722090542,1240.415217,-4.962269571
5.882,2347.226,-7.118,4.780086015,1295.755756,-5.070056092
3.551,539.342,-2.542,4.718631714,1257.935068,-4.943653287
3.136,2286.116,-2.839,4.639500129,1309.344115,-4.838420623
4.221,2011.049,-4.35,4.618575122,1344.429359,-4.813999592
4.371,563.162,-6.226,4.606196366,1305.365991,-4.884599612
2.474,701.142,-6.529,4.499586548,1275.154792,-4.966819632
3.893,468.254,-3.082,4.46925722,1234.809752,-4.87257865
3.569,2098.559,-3.309,4.424244359,1277.997214,-4.794399718
5.221,802.133,-3.718,4.464082141,1254.204004,-4.740579732
3.573,480.261,-3.771,4.419528034,1215.506853,-4.692100745
3.592,2288.755,-2.108,4.378151633,1269.169261,-4.562895708
4.945,2178.074,-4.466,4.406494051,1314.614498,-4.558050922
4.334,2297.405,-4.877,4.402869348,1363.754023,-4.573998376
3.417,436.954,-2.594,4.353575881,1317.414022,-4.474998458
4.338,2177.905,-4.442,4.352797087,1360.438571,-4.473348535
4.458,2300.06,-8.18,4.358057233,1407.419642,-4.658681108
3.11,2115.284,-3.111,4.295654371,1442.81286,-4.581297053
3.301,1117.473,-4.037,4.245921652,1426.545867,-4.5540822
3.921,520.129,-3.168,4.22967557,1381.225024,-4.48477809
3.057,495.576,-4.864,4.171041791,1336.942572,-4.503739185
4.969,374.918,-3.429,4.210939702,1288.841344,-4.450002226
4.004,881.048,-3.685,4.200592717,1268.451677,-4.411752115
4.425,492.203,-6.585,4.211813081,1229.639243,-4.520414509
6.19,1965.546,-7.217,4.310722427,1266.434581,-4.655243784
5.095,520.639,-3.867,4.349936305,1229.144802,-4.615831594
3.134,708.896,-5.806,4.28913949,1203.132362,-4.675340015
4.178,2177.754,-3.416,4.283582516,1251.863443,-4.612373014
4.765,722.759,-4.266,4.30765339,1225.408221,-4.595054363
4.896,2362.631,-7.929,4.33707072,1282.26936,-4.761751645
4.162,541.362,-6.319,4.328317184,1245.223992,-4.839614063
6.187,2165.87,-9.799,4.421251325,1291.256293,-5.08758336
5.478,665.24,-7.592,4.474088759,1259.955478,-5.212804192
5.387,2099.267,-3.643,4.519734321,1301.921054,-5.134313982
5.84,480.916,-3.961,4.585747605,1260.870801,-5.075648283
6.549,2366.201,-10.51,4.683910225,1316.137311,-5.347365869
4.581,425.739,-3.563,4.678764713,1271.617396,-5.258147575
4.955,2158.636,-4.462,4.692576478,1315.968326,-5.218340197
5.24,2649.491,-4.148,4.719947654,1382.64446,-5.164823187
5.469,518.082,-5.198,4.757400271,1339.416337,-5.166482028
5.275,1426.94,-7.785,4.783280258,1343.79252,-5.297407926
4.419,381.093,-4.273,4.765066245,1295.657544,-5.24618753
4.916,2211.61,-5.13,4.772612932,1341.455167,-5.240378153
6.693,2314.76,-9.532,4.868632286,1390.120408,-5.454959246
6.036,2152.553,-11.051,4.927000672,1428.242038,-5.734761283
3.153,2317.844,-3.466,4.838300638,1472.722136,-5.621323219
4.01,2346.839,-3.673,4.796885606,1516.427979,-5.523907058
3.797,2022.806,-3.519,4.746891326,1541.74688,-5.423661705
4.753,1914.726,-7.705,4.747196759,1560.395836,-5.53772862
4.049,2218.81,-3.914,4.712286922,1593.316544,-5.456542189
3.931,301.595,-2.995,4.673222575,1528.730467,-5.33346508
4.717,445.066,-6.583,4.675411447,1474.547244,-5.395941826
4.612,2213.146,-4.226,4.672240874,1511.477182,-5.337444734
5.324,381.083,-3.644,4.704828831,1454.957473,-5.252772498
4.14,2041.252,-7.618,4.676587389,1484.272199,-5.371033873
5.178,2422.397,-4.529,4.70165802,1531.178439,-5.328932179
4.511,416.218,-7.683,4.692125119,1475.430417,-5.44663557
4.2,323.274,-3.044,4.667518863,1417.822596,-5.326503792
3.716,2224.021,-3.254,4.61994292,1458.132516,-5.222878602
2.91,488.573,-3.572,4.534445774,1409.654541,-5.140334672
4.512,540.147,-5.688,4.533323485,1366.179164,-5.167717938
4.573,1915.69,-10.911,4.535307311,1393.654705,-5.454882041
5.689,1894.733,-11.197,4.592991945,1418.70862,-5.741987939
4.707,610.721,-4.485,4.598692348,1378.309239,-5.679138542
4.573,792.894,-4.138,4.59740773,1349.038477,-5.602081615
4.664,2407.99,-4.69,4.600737344,1401.986053,-5.556477535
4.472,2207.09,-3.399,4.594300477,1442.241251,-5.448603658
3.749,653.166,-4.178,4.552035453,1402.787488,-5.385073475
4.245,568.33,-4.88,4.53668368,1361.064614,-5.359819801
4.776,2476.736,-4.259,4.548649496,1416.848183,-5.304778811
4.588,2623.263,-4.372,4.550617021,1477.168924,-5.258139871
5.389,593.219,-3.615,4.59253617,1432.971428,-5.175982877
4.89,727.437,-4.529,4.607409362,1397.694706,-5.143633733
4.98,478.245,-6.384,4.626038894,1351.722221,-5.205652047
3.746,888.488,-6.259,4.582036949,1328.56051,-5.258319444
4.121,534.931,-3.738,4.558985102,1288.879034,-5.182303472
4.09,404.165,-3.84,4.535535847,1244.643333,-5.115188298
4.065,2273.264,-3.625,4.512009054,1296.074366,-5.040678883
2.743,2255.913,-3.523,4.423558602,1344.066298,-4.964794939
4.836,2238.969,-3.067,4.444180671,1388.811433,-4.869905192
6.796,2390.536,-9.527,4.561771638,1438.897661,-5.102759933
4.532,2069.998,-4.713,4.560283056,1470.452678,-5.083271936
4.748,464.051,-3.192,4.569668903,1420.132594,-4.988708339
6.443,2196.828,-9.733,4.663335458,1458.967365,-5.225922922
4.071,2167.342,-3.962,4.633718685,1494.386096,-5.162726776
4.168,2139.167,-4.276,4.610432751,1526.625141,-5.118390437
6.02,2236.954,-11.054,4.680911113,1562.141584,-5.415170916
3.516,509.942,-3.819,4.622665558,1509.531605,-5.33536237
4.8,652.577,-7.151,4.63153228,1466.683875,-5.426144251
4.251,2277.805,-4.338,4.612505666,1507.239931,-5.371737039
2.676,2315.348,-3.086,4.515680382,1547.645335,-5.257450187
5.158,2145.613,-7.83,4.547796363,1577.543718,-5.386077677
3.849,382.822,-3.63,4.512856545,1517.807632,-5.298273794
3.642,875.058,-3.622,4.469313718,1485.67015,-5.214460104
4.499,2256.258,-3.517,4.470798032,1524.199543,-5.129587099
3.106,2338.217,-2.811,4.40255813,1564.900416,-5.013657744
