G_GAN,G_L1,D_loss,G_GAN_ma,G_L1_ma,D_loss_ma
1.475,2222.948,-9.006,2.334460197,1370.194898,-6.399807208
2.105,520.646,-6.554,2.322987187,1327.717453,-6.407516848
3.08,436.883,-6.419,2.360837827,1283.17573,-6.408091005
4.138,1992.003,-6.41,2.449695936,1318.617094,-6.408186455
2.573,462.298,-10.075,2.455861139,1275.801139,-6.591527132
1.736,1988.023,-4.249,2.419868082,1311.412232,-6.474400776
2.607,458.401,-3.869,2.429224678,1268.761671,-6.344130737
2.539,2154.144,-8.618,2.434713444,1313.030787,-6.4578242
2.162,2163.617,-5.669,2.421077772,1355.560098,-6.41838299
3.393,342.592,-4.433,2.469673883,1304.911693,-6.319113841
2.824,508.153,-5.011,2.487390189,1265.073758,-6.253708149
2.942,451.376,-5.475,2.51012068,1224.38887,-6.214772741
1.419,1975.578,-5.798,2.455564646,1261.948327,-6.193934104
1.915,2028.676,-6.381,2.428536414,1300.28471,-6.203287399
3.372,560.72,-6.201,2.475709593,1263.306475,-6.203173029
2.269,2185.212,-5.317,2.465374113,1309.401751,-6.158864378
3.953,1940.369,-13.702,2.539755408,1340.950114,-6.536021159
2.658,428.689,-7.481,2.545667637,1295.337058,-6.583270101
1.726,378.949,-4.676,2.504684255,1249.517655,-6.487906596
1.13,2064.229,-5.695,2.435950043,1290.253222,-6.448261266
3.964,2025.865,-12.059,2.51235254,1327.033811,-6.728798203
3.314,2164.157,-5.569,2.552434913,1368.889971,-6.670808292
3.086,2024.32,-6.921,2.579113168,1401.661472,-6.683317878
3,2208.694,-5.495,2.600157509,1442.013098,-6.623901984
1.806,517.987,-4.89,2.560449634,1395.811794,-6.537206885
2.174,460.984,-5.076,2.541127152,1349.070404,-6.464146541
2.409,2223.578,-6.062,2.534520795,1392.795784,-6.444039213
2.889,467.345,-6.794,2.552244755,1346.523245,-6.461537253
2.753,1888.38,-9.001,2.562282517,1373.616082,-6.58851039
3.114,432.193,-4.985,2.589868391,1326.544928,-6.508334871
1.875,2107.04,-5.613,2.554124972,1365.569682,-6.463568127
2.595,455.924,-7.466,2.556168723,1320.087398,-6.513689721
3.524,1879.116,-13.509,2.604560287,1348.038828,-6.863455235
2.359,580.833,-5.522,2.592282273,1309.678536,-6.796382473
2.61,427.501,-4.505,2.593168159,1265.56966,-6.681813349
1.637,900.291,-6.511,2.545359751,1247.305727,-6.673272682
3.107,2163.823,-11.285,2.573441763,1293.13159,-6.903859048
1.548,1993.717,-6.302,2.522169675,1328.160861,-6.873766095
2.241,1889.453,-10.044,2.508111192,1356.225468,-7.032277791
2.09,2045.101,-6.134,2.487205632,1390.669244,-6.987363901
1.809,472.508,-4.985,2.45329535,1344.761182,-6.887245706
1.924,2058.416,-6.337,2.426830583,1380.443923,-6.859733421
3.02,438.236,-6.408,2.456489054,1333.333527,-6.83714675
2.46,2135.919,-5.624,2.456664601,1373.462801,-6.776489412
1.627,599.901,-6.079,2.415181371,1334.78471,-6.741614942
1.467,531.363,-5.146,2.367772302,1294.613625,-6.661834195
1.984,2103.743,-5.87,2.348583687,1335.070094,-6.622242485
3.426,2110.258,-8.448,2.402454503,1373.829489,-6.713530361
3.122,2320.229,-9.373,2.438431778,1421.149465,-6.846503843
1.877,2175.616,-6.222,2.410360189,1458.872791,-6.81527865
2.224,2008.146,-6.755,2.401042179,1486.336452,-6.812264718
0.612,2269.264,-5.702,2.31159007,1525.482829,-6.756751482
2.681,2015.623,-5.694,2.330060567,1549.989838,-6.703613908
1.541,432.472,-5.168,2.290607539,1494.113946,-6.626833212
0.161,2290.196,-10.838,2.184127162,1533.918049,-6.837391552
3.466,2276.062,-12.621,2.248220804,1571.025246,-7.126571974
3.649,453.985,-6.537,2.318259763,1515.173234,-7.097093376
2.301,2281.82,-9.537,2.317396775,1553.505572,-7.219088707
3.552,2022.047,-6.376,2.379126936,1576.932644,-7.176934271
2.498,504.793,-5.206,2.38507059,1523.325661,-7.078387558
2.84,775.609,-6.138,2.40781706,1485.939828,-7.03136818
1.794,475.467,-6.694,2.377126207,1435.416187,-7.014499771
2.365,2414.139,-12.367,2.376519897,1484.352328,-7.282124782
2.168,1992.876,-5.57,2.366093902,1509.778511,-7.196518543
3.007,1893.254,-6.518,2.398139207,1528.952286,-7.162592616
2.201,2268.803,-6.157,2.388282247,1565.944821,-7.112312985
3.592,672.201,-6.009,2.448468134,1521.25763,-7.057147336
1.462,527.766,-7.692,2.399144727,1471.583049,-7.088889969
1.802,515.144,-4.629,2.369287491,1423.761096,-6.965895471
1.208,514.712,-4.91,2.311223117,1378.308641,-6.863100697
3.455,2312.331,-5.328,2.368411961,1425.009759,-6.786345662
1.022,1923.244,-6.229,2.301091363,1449.921471,-6.758478379
1.996,513.273,-5.049,2.285836795,1403.089048,-6.67300446
2.426,2140.837,-5.373,2.292844955,1439.976445,-6.608004237
2.797,795.78,-7.311,2.318052707,1407.766623,-6.643154025
1.736,2076.049,-5.443,2.288950072,1441.180742,-6.583146324
2.681,455.756,-5.27,2.308552568,1391.909505,-6.517489008
2.231,483.721,-5.316,2.30467494,1346.50008,-6.457414558
2.546,2091.725,-6.979,2.316741193,1383.761326,-6.48349383
2.486,2275.453,-10.786,2.325204133,1428.345909,-6.698619138
2.594,494.07,-6.163,2.338643926,1381.632114,-6.671838181
2.87,693.479,-5.858,2.36521173,1347.224458,-6.631146272
1.919,2034.806,-5.43,2.342901144,1381.603535,-6.571088959
2.504,2256.29,-4.826,2.350956086,1425.337859,-6.483834511
2.964,2240.137,-8.521,2.381608282,1466.077816,-6.585692785
2.16,2518.493,-6.699,2.370527868,1518.698575,-6.591358146
3.397,2067.783,-9.645,2.421851475,1546.152796,-6.744040239
2,506.164,-4.944,2.400758901,1494.153356,-6.654038227
3.574,525.8,-8.824,2.459420956,1445.735688,-6.762536315
2.616,624.215,-5.333,2.467249908,1404.659654,-6.6910595
2.975,2101.359,-6.751,2.492637413,1439.494621,-6.694056525
2.802,2127.813,-5.811,2.508105542,1473.91054,-6.649903698
3.604,516.457,-8.05,2.562900265,1426.037863,-6.719908513
0.548,2032.115,-4.599,2.462155252,1456.34172,-6.613863088
0.927,2026.935,-4.774,2.385397489,1484.871384,-6.521869933
2.729,2259.985,-9.482,2.402577615,1523.627065,-6.669876437
1.451,517.891,-5.603,2.354998734,1473.340262,-6.616532615
1.755,471.027,-5.252,2.324998797,1423.224599,-6.548305984
1.955,635.782,-4.62,2.306498857,1383.852469,-6.451890685
3.253,2217.152,-9.017,2.353823914,1425.517445,-6.580146151
4.536,2159.154,-7.402,2.462932719,1462.199273,-6.621238843
3.416,2336.914,-11.748,2.510586083,1505.935009,-6.877576901
2.279,439.181,-8.259,2.499006779,1452.597309,-6.946648056
4.177,1995.671,-7.137,2.58290644,1479.750993,-6.956165653
1.987,384.374,-4.848,2.553111118,1424.982144,-6.85075737
3.83,504.502,-7.821,2.616955562,1378.958137,-6.899269502
3.85,2253.565,-13.443,2.678607784,1422.68848,-7.226456027
2.241,2014.817,-6.002,2.656727395,1452.294906,-7.165233226
3.131,2049.973,-8.315,2.680441025,1482.17881,-7.222721564
1.625,640.452,-5.68,2.627668974,1440.09247,-7.145585486
2.911,463.238,-5.607,2.641835525,1391.249746,-7.068656212
1.634,2202.077,-5.536,2.591443749,1431.791109,-6.992023401
2.008,2066.927,-6.318,2.562271561,1463.547904,-6.958322231
2.479,2143.443,-5.522,2.558107983,1497.542658,-6.88650612
1.919,363.816,-5.419,2.526152584,1440.856326,-6.813130814
2.948,564.117,-6.247,2.547244955,1397.019359,-6.784824273
1.188,956.34,-5.733,2.479282707,1374.985391,-6.732233059
3.333,570.883,-5.006,2.521968572,1334.780272,-6.645921406
2.174,1950.02,-5.6,2.504570143,1365.542258,-6.593625336
2.395,2247.261,-6.25,2.499091636,1409.628195,-6.576444069
2.631,2002.509,-8.263,2.505687054,1439.272235,-6.660771866
1.431,527.272,-4.655,2.451952701,1393.672224,-6.560483272
2.686,2275.365,-9.63,2.463655066,1437.756863,-6.713959109
2.329,369.935,-5.621,2.456922313,1384.365769,-6.659311153
3.994,1972.61,-12.623,2.533776197,1413.777981,-6.957495596
1.912,466.567,-5.026,2.502687388,1366.417432,-6.860920816
1.855,455.448,-5.472,2.470303018,1320.86896,-6.791474775
2.553,2156.648,-5.941,2.474437867,1362.657912,-6.748951036
1.726,2010.419,-6.799,2.437015974,1395.045967,-6.751453485
1.922,638.168,-5.501,2.411265175,1357.202068,-6.68893081
1.545,2245.489,-5.009,2.367951916,1401.616415,-6.60493427
1.517,432.253,-4.207,2.325404321,1353.148244,-6.485037556
2.969,438.642,-7.144,2.357584105,1307.422932,-6.517985678
3.018,534.572,-5.284,2.390604899,1268.780385,-6.456286395
1.937,352.596,-5.087,2.367924654,1222.971166,-6.387822075
2.382,2101.552,-10.752,2.368628422,1266.900208,-6.606030971
4.819,505.441,-7.885,2.491147001,1228.827247,-6.669979423
3.271,2264.809,-11.495,2.530139651,1280.626335,-6.911230451
4.163,421.214,-7.489,2.611782668,1237.655718,-6.940118929
3.002,336.094,-5.071,2.631293535,1192.577632,-6.846662982
2.486,507.156,-5.405,2.624028858,1158.306551,-6.774579833
2.679,2108.772,-10.423,2.626777415,1205.829823,-6.957000842
2.949,530.802,-5.553,2.642888544,1172.078432,-6.8868008
2.195,423.811,-4.598,2.620494117,1134.66506,-6.77236076
1.592,470.248,-8.113,2.569069411,1101.444207,-6.839392722
1.95,566.512,-5.395,2.538115941,1074.697597,-6.767173086
1.008,2072.417,-5.105,2.461610144,1124.583567,-6.684064431
3.085,469.014,-6.964,2.492779636,1091.805089,-6.69806121
3.413,2262.746,-11.326,2.538790655,1150.352134,-6.929458149
2.608,691.715,-5.804,2.542251122,1127.420278,-6.873185242
2.57,514.742,-4.94,2.543638566,1096.786364,-6.77652598
1.77,2002.313,-6.435,2.504956637,1142.062696,-6.759449681
3.169,2069.03,-7.313,2.538158806,1188.411061,-6.787127197
3.47,2325.732,-11.148,2.584750865,1245.277108,-7.005170837
3.795,2319.306,-9.714,2.645263322,1298.978552,-7.140612295
2.958,2149.93,-7.676,2.660900156,1341.526125,-7.16738168
1.74,524.437,-7.514,2.614855148,1300.671669,-7.184712596
3.852,484.587,-6.156,2.676712391,1259.867435,-7.133276966
2.207,389.46,-4.465,2.653226771,1216.347063,-6.999863118
1.983,478.824,-4.656,2.619715433,1179.47091,-6.882669962
1.022,522.471,-4.15,2.539829661,1146.620915,-6.746036464
1.814,472.033,-5.414,2.503538178,1112.891519,-6.679434641
2.936,994.73,-6.62,2.525161269,1106.983443,-6.676462909
3.893,546.109,-5.141,2.593553206,1078.939721,-6.599689763
4.201,2158.067,-9.779,2.673925545,1132.896085,-6.758655275
1.822,501.383,-7.53,2.631329268,1101.320431,-6.797222511
1.41,496.713,-4.714,2.570262805,1071.090059,-6.693061386
1.784,2189.954,-8.287,2.530949664,1127.033256,-6.772758317
3.798,1864.075,-10.074,2.594302181,1163.885343,-6.937820401
1.761,577.351,-6.061,2.552637072,1134.558626,-6.893979381
1.33,399.636,-5.333,2.491505219,1097.812495,-6.815930412
2.665,2271.452,-10.276,2.500179958,1156.49447,-6.988933891
1.713,480.967,-5.072,2.46082096,1122.718097,-6.893087197
2.197,2070.121,-9.182,2.447629912,1170.088242,-7.007532837
1.145,544.229,-5.228,2.382498416,1138.79528,-6.918556195
1.451,2104.954,-5.747,2.335923495,1187.103216,-6.859978385
-0.496,461.907,-3.543,2.194327321,1150.843405,-6.694129466
1.67,2333.856,-11.174,2.168110955,1209.994035,-6.918122993
1.788,2189.47,-5.406,2.149105407,1258.967833,-6.842516843
2.056,469.087,-6.814,2.144450136,1219.473791,-6.841091001
2.197,548.459,-6.039,2.14707763,1185.923052,-6.800986451
2.995,2291.699,-5.827,2.189473748,1241.211849,-6.752287128
2.914,2244.934,-6.56,2.225700061,1291.397957,-6.742672772
2.811,529.17,-5.704,2.254965058,1253.286559,-6.690739133
3.146,2231.331,-6.046,2.299516805,1302.188781,-6.658502177
1.508,1877.292,-5.428,2.259940965,1330.943942,-6.596977068
2.83,2356.712,-6.036,2.288443916,1382.232345,-6.568928214
1.92,2137.339,-5.945,2.270021721,1419.987678,-6.537731804
2.777,2062.949,-10.749,2.295370635,1452.135744,-6.748295213
1.753,2005.043,-5.769,2.268252103,1479.781106,-6.699330453
2.273,497.65,-5.236,2.268489498,1430.674551,-6.62616393
2.313,2008.681,-9.914,2.270715023,1459.574874,-6.790555734
3.456,429.972,-6.277,2.329979272,1408.09473,-6.764877947
1.565,2165.251,-6.75,2.291730308,1445.952543,-6.76413405
3.238,2180.496,-7.419,2.339043793,1482.679716,-6.796877347
0.905,494.776,-6.723,2.267341603,1433.28453,-6.79318348
2.31,2496.396,-8.271,2.269474523,1486.440104,-6.867074306
1.653,491.873,-6.804,2.238650797,1436.711749,-6.86392059
1.783,583.737,-4.654,2.215868257,1394.063011,-6.753424561
2.082,2016.262,-5.992,2.209174844,1425.172961,-6.715353333
1.238,492.116,-4.159,2.160616102,1378.520113,-6.587535666
3.22,667.262,-8.163,2.213585297,1342.957207,-6.666308883
2.578,443.958,-4.142,2.231806032,1298.007247,-6.540093439
3.757,591.767,-7.187,2.30806573,1262.695234,-6.572438767
2.911,546.09,-4.945,2.338212444,1226.864973,-6.491066829
-0.207,2016.767,-10.092,2.210951822,1266.360074,-6.671113487
3.555,1797.649,-6.749,2.278154231,1292.92452,-6.675007813
2.945,1914.468,-8.764,2.311496519,1324.001694,-6.779457422
2.45,469.663,-8.036,2.318421693,1281.28476,-6.842284551
2.765,518.113,-7.562,2.340750608,1243.126172,-6.878270323
3.001,1951.086,-11.718,2.373763078,1278.524163,-7.120256807
4.126,1491.278,-7.387,2.461374924,1289.161855,-7.133593967
2.031,509.632,-6.044,2.439856178,1250.185362,-7.079114269
3.118,484.41,-7.565,2.473763369,1211.896594,-7.103408555
2.722,556.427,-5.139,2.486175201,1179.123114,-7.005188127
1.909,506.486,-6.791,2.457316441,1145.491259,-6.994478721
3.572,2424.068,-11.307,2.513050618,1209.420096,-7.210104785
2.517,553.057,-8.082,2.513248088,1176.601941,-7.253699546
2.304,461.905,-5.061,2.502785683,1140.867094,-7.144064568
1.763,510.255,-5.756,2.465796399,1109.336489,-7.07466134
2.898,392.502,-5.637,2.487406579,1073.494765,-7.002778273
1.004,2190.24,-5.877,2.41323625,1129.332026,-6.946489359
3.179,2160.109,-5.227,2.451524438,1180.870875,-6.860514891
2.585,2463.052,-12.042,2.458198216,1244.979931,-7.119589147
2.994,2046.308,-6.093,2.484988305,1285.046335,-7.068259689
2.652,345.958,-5.222,2.49333889,1238.091918,-6.975946705
3.995,462.982,-8.014,2.568421945,1199.336422,-7.02784937
3.43,2076.985,-7.833,2.611500848,1243.218851,-7.068106901
3.089,558.724,-5.452,2.635375806,1208.994109,-6.987301556
2.1,500.628,-6.702,2.608607015,1173.575803,-6.973036478
2.654,548.093,-4.877,2.610876665,1142.301663,-6.868234654
2.924,1962.505,-5.879,2.626532831,1183.31183,-6.818772922
3.87,676.748,-6.667,2.68870619,1157.983638,-6.811184276
2.931,448.314,-6.526,2.70082088,1122.500156,-6.796925062
2.281,2152.451,-5.985,2.679829836,1173.997699,-6.756328809
2.164,546.88,-4.475,2.654038344,1142.641814,-6.642262368
2.869,2149.877,-6.495,2.664786427,1193.003573,-6.63489925
3.52,2008.351,-10.587,2.707547106,1233.770944,-6.832504287
2.671,1940.834,-6.143,2.705719751,1269.124097,-6.798029073
2.453,1991.012,-6.48,2.693083763,1305.218492,-6.782127619
3.633,535.992,-7.794,2.740079575,1266.757168,-6.832721238
3.834,528.698,-8.439,2.794775596,1229.854209,-6.913035177
4.01,509.029,-6.628,2.855536816,1193.812949,-6.898783418
1.497,452.887,-5.001,2.787609975,1156.766651,-6.803894247
3.406,1826.259,-9.799,2.818529477,1190.241269,-6.953649534
2.005,423.568,-4.848,2.777853003,1151.907605,-6.848367058
2.022,393.277,-4.874,2.740060353,1113.976075,-6.749648705
3.612,492.834,-5.211,2.783657335,1082.918971,-6.67271627
2.669,2238.802,-5.89,2.777924468,1140.713123,-6.633580456
0.909,1897.919,-4.98,2.684478245,1178.573417,-6.550901433
2.345,513.946,-7.174,2.667504333,1145.342046,-6.582056362
2.945,414.166,-5.825,2.681379116,1108.783243,-6.544203544
4.064,2136.497,-9.74,2.75051016,1160.168931,-6.703993366
4.035,2133.632,-11.699,2.814734652,1208.842085,-6.953743698
0.654,733.252,-5.519,2.70669792,1185.062581,-6.882006513
3.15,2178.784,-9.013,2.728863024,1234.748651,-6.988556188
2.107,330.108,-5.013,2.697769872,1189.516619,-6.889778378
1.95,2004.611,-6.718,2.660381379,1230.271338,-6.881189459
2.221,2166.213,-6.206,2.63841231,1277.068421,-6.847429986
3.509,486.442,-6.52,2.681941694,1237.5371,-6.831058487
1.285,469,-4.709,2.61209461,1199.110245,-6.724955563
1.938,839.247,-6.382,2.578389879,1181.117083,-6.707807784
4.754,543.677,-6.585,2.687170385,1149.245079,-6.701667395
3.083,2211.521,-10.89,2.706961866,1202.358875,-6.911084025
3.508,2198.171,-10.332,2.747013773,1252.149481,-7.082129824
2.167,456.487,-5.098,2.718013084,1212.366357,-6.982923333
1.865,531.681,-5.536,2.67536243,1178.332089,-6.910577166
0.314,1999.524,-4.621,2.557294308,1219.391685,-6.796098308
2.326,2285.037,-9.881,2.545729593,1272.67395,-6.950343393
2.088,553.187,-7.944,2.522843113,1236.699603,-7.000026223
3.264,2235.547,-12.22,2.559900958,1286.641973,-7.261024912
1.95,443.091,-4.926,2.52940591,1244.464424,-7.144273666
2.117,2138.019,-6.473,2.508785614,1289.142153,-7.110709983
3.624,2106.111,-10.354,2.564546334,1329.990595,-7.272874484
2.248,2449.695,-9.156,2.548719017,1385.975815,-7.36703076
1.794,2228.27,-6.391,2.510983066,1428.090525,-7.318229222
2.465,1922.917,-5.441,2.508683913,1452.831848,-7.224367761
0.329,402.455,-5.168,2.399699717,1400.313006,-7.121549373
1.098,411.443,-5.365,2.334614731,1350.869506,-7.033721904
2.175,2177.825,-5.879,2.326633995,1392.21728,-6.975985809
1.967,489.699,-6.644,2.308652295,1347.091366,-6.959386518
4.299,2329.828,-11.214,2.40816968,1396.228198,-7.172117192
0.908,2061.635,-4.747,2.333161196,1429.498538,-7.050861333
2.227,472.203,-4.935,2.327853136,1381.633761,-6.945068266
0.921,624.715,-4.21,2.25751048,1343.787823,-6.808314853
2.121,2078.502,-5.655,2.250684956,1380.523532,-6.75064911
2.33,1934.026,-5.813,2.254650708,1408.198655,-6.703766655
3.827,2063.113,-7.83,2.333268172,1440.944373,-6.760078322
1.662,487.16,-7.162,2.299704764,1393.255154,-6.780174406
3.181,2449.387,-6.257,2.343769526,1446.061746,-6.754015686
4.685,2136.023,-10.585,2.460831049,1480.559809,-6.945564901
2.653,2087.365,-7.37,2.470439497,1510.900069,-6.966786656
3.067,624.059,-5.081,2.500267522,1466.558015,-6.872497323
3.214,2035.592,-6.184,2.535954146,1495.009714,-6.838072457
2.451,1798.24,-13.047,2.531706439,1510.171229,-7.148518834
2.476,1937.921,-6.493,2.528921117,1531.558717,-7.115742893
2.805,2207.65,-5.971,2.542725061,1565.363281,-7.058505748
3.728,2003.764,-12.543,2.601988808,1587.283317,-7.332730461
2.433,2140.098,-5.737,2.593539367,1614.924051,-7.252943938
1.781,491.992,-8.334,2.552912399,1558.777449,-7.306996741
2.804,2159.015,-7.01,2.565466779,1588.789326,-7.292146904
2.162,621.468,-5.398,2.54529344,1540.42326,-7.197439558
2.483,594.08,-6.482,2.542178768,1493.106097,-7.161667581
2.485,487.857,-6.855,2.53931983,1442.843642,-7.146334202
2.676,2111.269,-10.963,2.546153838,1476.26491,-7.337167491
2.764,2226.762,-10.985,2.557046146,1513.789765,-7.519559117
3.037,2034.445,-10.36,2.581043839,1539.822526,-7.661581161
4.697,414.521,-5.299,2.686841647,1483.55745,-7.543452103
1.931,465.85,-3.118,2.649049565,1432.672078,-7.322179498
1.625,448.775,-4.786,2.597847086,1383.477224,-7.195370523
2.422,488.535,-5.372,2.589054732,1338.730113,-7.104201997
3.023,606.526,-5.521,2.610751996,1302.119907,-7.025041897
3.234,651.541,-6.803,2.641914396,1269.590962,-7.013939802
3.147,602.737,-6.88,2.667168676,1236.248263,-7.007242812
2.356,2116.314,-5.498,2.651610242,1280.25155,-6.931780671
2.354,559.207,-5.568,2.63672973,1244.199323,-6.863591638
3.326,2060.316,-9,2.671193244,1285.005157,-6.970412056
3.055,2075.775,-6.913,2.690383581,1324.543649,-6.967541453
2.426,553.224,-6.323,2.677164402,1285.977666,-6.93531438
4.1,1969.37,-6.4,2.748306182,1320.147283,-6.908548661
2.356,2186.655,-6.277,2.728690873,1363.472669,-6.876971228
2.606,2150.529,-6.136,2.722556329,1402.825485,-6.839922667
2.1,2087.399,-13.424,2.691428513,1437.054161,-7.169126534
2.798,495.693,-3.854,2.696757087,1389.986103,-7.003370207
1.931,527.262,-5.378,2.658469233,1346.849898,-6.922101697
2.432,377.288,-5.101,2.647145771,1298.371803,-6.831046612
4.111,485.779,-8.434,2.720338483,1257.742163,-6.911194281
2.896,2092.637,-5.369,2.729121559,1299.486905,-6.834084567
1.716,2088.112,-5.615,2.678465481,1338.91816,-6.773130339
0.692,1884.512,-4.792,2.579142207,1366.197852,-6.674073822
-0.017,674.637,-3.025,2.449335096,1331.619809,-6.491620131
3.86,484.188,-8.537,2.519868341,1289.248219,-6.593889124
1.846,2292.094,-5.908,2.486174924,1339.390508,-6.559594668
4.179,2173.094,-12.722,2.570816178,1381.075682,-6.867714935
2.187,583.987,-4.856,2.551625369,1341.221248,-6.767129188
1.701,2002.048,-5.891,2.509094101,1374.262586,-6.723322728
2.885,835.75,-8.568,2.527889396,1347.336956,-6.815556592
2.501,2015.792,-6.443,2.526544926,1380.759709,-6.796928762
2.834,2250.74,-5.284,2.54191768,1424.258723,-6.721282324
4.256,2130.013,-11.518,2.627621796,1459.546437,-6.961118208
2.253,1926.333,-5.955,2.608890706,1482.885765,-6.910812298
3.252,1976.104,-9.95,2.641046171,1507.546677,-7.062771683
2.621,596.544,-5.592,2.640043862,1461.996543,-6.989233099
2.341,1922.82,-6.029,2.625091669,1485.037716,-6.941221444
3.531,470.931,-5.54,2.670387086,1434.33238,-6.871160372
4.324,2335.709,-8.835,2.753067731,1479.401211,-6.969352353
1.91,2170.694,-4.561,2.710914345,1513.965851,-6.848934735
2.302,519.571,-5.41,2.690468627,1464.246108,-6.776987999
2.783,480.305,-6.535,2.695095196,1415.049053,-6.764888599
0.681,436.777,-5.334,2.594390436,1366.13545,-6.693344169
2.843,488.055,-4.027,2.606820914,1322.231427,-6.56002696
2.743,457.581,-6.065,2.613629869,1278.998906,-6.535275612
2.28,488.607,-6.136,2.596948375,1239.479311,-6.515311832
3.997,1967.474,-10.932,2.666950957,1275.879045,-6.73614624
4.071,566.221,-8.815,2.737153409,1240.396143,-6.840088928
2.521,489.87,-5.495,2.726345738,1202.869836,-6.772834482
2.743,544.625,-4.753,2.727178451,1169.957594,-6.671842758
2.764,440.201,-5.659,2.729019529,1133.469764,-6.62120062
2.911,2339.839,-9.313,2.738118552,1193.788226,-6.755790589
3.465,1936.211,-11.047,2.774462625,1230.909365,-6.970351059
1.566,2054.499,-4.814,2.714039494,1272.088847,-6.862533506
3.886,1994.433,-9.285,2.772637519,1308.206054,-6.983656831
2.463,2348.645,-6.28,2.757155643,1360.228002,-6.948473989
3.524,426.862,-7.248,2.795497861,1313.559701,-6.96345029
0.822,522.311,-6.839,2.696822968,1273.997266,-6.957227775
2.855,570.973,-7.672,2.704731819,1238.846053,-6.992966387
1.428,550.694,-8.578,2.640895228,1204.43845,-7.072218067
2.85,567.1,-8.637,2.651350467,1172.571528,-7.150457164
4.093,2167.448,-12.79,2.723432944,1222.315352,-7.432434306
3.139,2125.368,-6.627,2.744211296,1267.467984,-7.392162591
2.685,2264.654,-5.912,2.741250732,1317.327285,-7.318154461
2.974,876.583,-7.515,2.752888195,1295.29007,-7.327996738
2.942,2244.021,-9.153,2.762343785,1342.726617,-7.419246901
2.423,2098.28,-5.622,2.745376596,1380.504286,-7.329384556
2.591,2284.7,-7.496,2.737657766,1425.714072,-7.337715328
2.743,469.798,-5.479,2.737924878,1377.918268,-7.244779562
2.441,2201.54,-5.505,2.723078634,1419.099355,-7.157790584
3.292,2041.797,-7.045,2.751524702,1450.234237,-7.152151055
3.07,2104.358,-6.286,2.767448467,1482.940425,-7.108843502
2.3,2288.319,-6.208,2.744076044,1523.209354,-7.063801327
3.071,2197.751,-10.785,2.760422242,1556.936436,-7.24986126
2.831,2262.724,-8.13,2.76395113,1592.225814,-7.293868197
3.275,2283.863,-6.706,2.789503573,1626.807674,-7.264474787
2.145,422.887,-4.368,2.757278394,1566.61164,-7.119651048
2.277,501.759,-5.406,2.733264475,1513.369008,-7.033968496
2.157,2024.887,-5.565,2.704451251,1538.944908,-6.960520071
2.983,469.701,-4.616,2.718378688,1485.482712,-6.843294067
2.913,372.674,-7.705,2.728109754,1429.842277,-6.886379364
3.113,460.554,-8.328,2.747354266,1381.377863,-6.958460396
1.164,1991.639,-5.777,2.668186553,1411.89092,-6.899387376
2.546,1996.922,-5.48,2.662077225,1441.142474,-6.828418007
2.564,2033.911,-5.887,2.657173364,1470.7809,-6.781347107
1.85,655.294,-5.101,2.616814696,1430.006555,-6.697329752
2.603,573.734,-5.91,2.616123961,1387.192927,-6.657963264
2.277,321.033,-3.868,2.599167763,1333.884931,-6.518465101
2.741,412.291,-5.274,2.606259375,1287.805234,-6.456241846
2.122,560.025,-4.899,2.582046406,1251.416223,-6.378379753
3.287,495.299,-4.809,2.617294086,1213.610361,-6.299910766
3.04,553.338,-6.324,2.638429382,1180.596743,-6.301115227
2.562,481.07,-5.002,2.634607912,1145.620406,-6.236159466
3.418,450.862,-6.276,2.673777517,1110.882486,-6.238151493
2.692,495.618,-4.97,2.674688641,1080.119262,-6.174743918
3.06,2054.675,-8.033,2.693954209,1128.847049,-6.267656722
4.018,367.758,-6.682,2.760156498,1090.792596,-6.288373886
3.075,461.529,-5.36,2.775898674,1059.329416,-6.241955192
2.701,2132.61,-9.291,2.77215374,1112.993446,-6.394407432
3.622,2152.271,-10.312,2.814646053,1164.957323,-6.590287061
2.394,503.819,-5.086,2.79361375,1131.900407,-6.515072708
2.523,534.489,-4.329,2.780083063,1102.029837,-6.405769072
2.176,429.468,-5.34,2.74987891,1068.401745,-6.352480619
2.574,383.424,-4.424,2.741084964,1034.152858,-6.256056588
3.403,2415.902,-5.616,2.774180716,1103.240315,-6.224053758
1.794,451.812,-4.649,2.72517168,1070.668899,-6.14530107
2.262,2017.189,-5.514,2.702013096,1117.994904,-6.113736017
2.683,2324.323,-5.631,2.701062441,1178.311309,-6.089599216
2.497,2141.813,-6.309,2.690859319,1226.486393,-6.100569255
2.552,443.262,-5.126,2.683916353,1187.325174,-6.051840792
2.371,2426.261,-11.685,2.668270536,1249.271965,-6.333498753
3.744,2480.918,-9.447,2.722057009,1310.854267,-6.489173815
3.325,416.278,-7.841,2.752204158,1266.125453,-6.556765124
1.846,527.801,-5.258,2.70689395,1229.209231,-6.491826868
2.853,2298.494,-5.991,2.714199253,1282.673469,-6.466785525
2.133,1984.199,-6.216,2.68513929,1317.749746,-6.454246249
2.825,2068.087,-9.532,2.692132326,1355.266609,-6.608133936
3.192,461.406,-7.158,2.717125709,1310.573578,-6.635627239
4.231,2124.73,-9.404,2.792819424,1351.281399,-6.774045877
2.851,2003.663,-6.357,2.795728453,1383.900479,-6.753193583
4.331,2182.472,-9.599,2.87249203,1423.829055,-6.895483904
2.152,2068.576,-5.964,2.836467429,1456.066402,-6.848909709
